dist,expr,repKO,rep,size,relcen,pos,cell,ori,genrep,type,Legend:,,
0.166,1,1,2,1177.666,0.024831713,3,4,1,5,3,,,
0.288,1,1,2,764.925,0.050288109,6,10,1,5,3,,,
0.321,1,1,2,1171.287,0.044275862,3,25,1,5,3,,,
0.361,1,1,2,594.108,0.081397971,6,12,1,5,3,,,
0.455,1,1,2,679.284,0.068617101,3,19,1,5,3,,,
0.52,1,1,2,616.264,0.089301048,3,23,1,5,3,,,
0.527,1,1,2,907.415,0.096449488,6,7,1,5,3,,,
0.561,1,1,2,755.818,0.088709677,7,6,1,5,3,,,
0.66,1,1,2,649.428,0.089771491,3,17,1,5,3,,,
0.847,1,1,2,566.137,0.173210634,3,31,1,5,3,,,
1.06,1,1,2,807.727,0.140323008,7,3,1,5,3,,,
1.21,1,1,2,667.289,0.184704625,1,4,1,5,3,,,
1.284,1,1,2,959.853,0.205604484,3,29,1,5,3,,,
1.292,1,1,2,1339.125,0.141620081,10,2,1,5,3,,,
1.307,1,1,2,766.671,0.219774676,7,7,1,5,3,,,
1.339,1,1,2,1047.933,0.190849487,5,15,1,5,3,,,
1.367,1,1,2,1416.935,0.181975506,5,8,1,5,3,,,
1.397,1,1,2,568.152,0.301077586,2,11,1,5,3,,,
1.456,1,1,2,949.949,0.245696929,1,3,1,5,3,,,
1.538,1,1,2,846.149,0.246790757,3,24,1,5,3,,,
1.57,1,1,2,750.877,0.27748321,3,1,1,5,3,,,
1.585,1,1,2,868.882,0.218500138,6,8,1,5,3,,,
1.586,1,1,2,898.574,0.228365731,7,2,1,5,3,,,
1.596,1,1,2,966.593,0.168603423,9,4,1,5,3,,,
1.627,1,1,2,1077.472,0.166734987,9,3,1,5,3,,,
1.679,1,1,2,668.786,0.248152527,3,3,1,5,3,,,
1.701,1,1,2,716.004,0.23008251,1,6,1,5,3,,,
1.729,1,1,2,1006.241,0.243898998,10,1,1,5,3,,,
1.78,1,1,2,1460.65,0.175611681,2,14,1,5,3,,,
1.85,1,1,2,1394.67,0.205875807,10,9,1,5,3,,,
1.867,1,1,2,643.382,0.285998775,5,14,1,5,3,,,
1.911,1,1,2,842.766,0.309824903,5,9,1,5,3,,,
1.926,1,1,2,958.271,0.273657289,10,12,1,5,3,,,
1.97,1,1,2,1442.247,0.238903711,3,8,1,5,3,,,
2.053,1,1,2,1001.207,0.242099057,6,13,1,5,3,,,
2.079,1,1,2,1042.016,0.332853026,5,12,1,5,3,,,
2.161,1,1,2,1073.447,0.343397426,6,5,1,5,3,,,
2.187,1,1,2,1182.073,0.392921308,6,4,1,5,3,,,
2.22,1,1,2,850.347,0.34725481,9,5,1,5,3,,,
2.225,1,1,2,834.901,0.300716313,1,8,1,5,3,,,
2.226,1,1,2,1277.048,0.230363241,2,10,1,5,3,,,
2.284,1,1,2,1174.896,0.2570914,5,1,1,5,3,,,
2.289,1,1,2,1343.154,0.309366131,2,2,1,5,3,,,
2.407,1,1,2,869.264,0.331679757,7,5,1,5,3,,,
2.499,1,1,2,1076.487,0.253396877,10,13,1,5,3,,,
2.509,1,1,2,947.087,0.354078465,9,6,1,5,3,,,
2.537,1,1,2,1424.98,0.399276047,5,10,1,5,3,,,
2.618,1,1,2,1237.836,0.257575758,5,17,1,5,3,,,
2.703,1,1,2,1242.625,0.359107214,5,7,1,5,3,,,
2.744,1,1,2,1246.348,0.306455216,2,13,1,5,3,,,
2.782,1,1,2,1107.622,0.381043693,7,8,1,5,3,,,
2.786,1,1,2,1084.7,0.297776828,3,28,1,5,3,,,
2.891,1,1,2,1396.179,0.303836048,2,5,1,5,3,,,
2.935,1,1,2,1001.074,0.416253014,3,5,1,5,3,,,
2.97,1,1,2,927.117,0.469046115,6,9,1,5,3,,,
2.974,1,1,2,708.199,0.423646724,3,27,1,5,3,,,
3.005,1,1,2,1780.886,0.273629576,2,1,1,5,3,,,
3.152,1,1,2,902.851,0.442261821,3,26,1,5,3,,,
3.212,1,1,2,1244.728,0.61356256,9,8,1,5,3,,,
3.487,1,1,2,983.822,0.392503377,6,2,1,5,3,,,
0.233,0,1,2,930.871,0.034682941,10,3,1,5,2,,,
0.3005,0,1,2,1288.111,0.0324129,5,16,1,5,2,,,
0.348,0,1,2,673.848,0.052687358,10,7,1,5,2,,,
0.567,0,1,2,599.175,0.096183206,9,1,1,5,2,,,
0.586,0,1,2,987.6,0.096987752,3,21,1,5,2,,,
0.61,0,1,2,780.837,0.085988159,3,11,1,5,2,,,
0.623,0,1,2,1307.679,0.067285884,2,8,1,5,2,,,
0.663,0,1,2,361.589,0.156700544,3,30,1,5,2,,,
0.71,0,1,2,988.078,0.093661368,10,5,1,5,2,,,
0.758,0,1,2,1138.769,0.125455147,3,20,1,5,2,,,
0.777,0,1,2,1315.018,0.130566291,5,5,1,5,2,,,
0.877,0,1,2,1071.759,0.114595583,2,7,1,5,2,,,
0.88,0,1,2,407.712,0.195642508,5,3,1,5,2,,,
1.013,0,1,2,873.029,0.19055681,3,2,1,5,2,,,
1.065,0,1,2,759.113,0.255150934,10,4,1,5,2,,,
1.463,0,1,2,1117.572,0.19829222,2,3,1,5,2,,,
1.501,0,1,2,945.804,0.161693418,1,5,1,5,2,,,
1.573,0,1,2,581.335,0.374078478,5,13,1,5,2,,,
1.645,0,1,2,787.456,0.220332173,7,1,1,5,2,,,
1.655,0,1,2,1082.049,0.251023813,6,1,1,5,2,,,
1.673,0,1,2,810.547,0.300628931,2,6,1,5,2,,,
1.726,0,1,2,1319.693,0.17126414,10,6,1,5,2,,,
1.751,0,1,2,968.096,0.370268556,1,7,1,5,2,,,
1.772,0,1,2,1118.777,0.279319042,3,22,1,5,2,,,
1.862,0,1,2,792.834,0.240320083,3,16,1,5,2,,,
1.8675,0,1,2,632.323,0.386086417,10,10,1,5,2,,,
1.891,0,1,2,1166.134,0.259717072,6,3,1,5,2,,,
1.905,0,1,2,660.946,0.25543041,10,11,1,5,2,,,
1.924,0,1,2,479.223,0.465521413,5,2,1,5,2,,,
1.964,0,1,2,837.338,0.273575707,10,8,1,5,2,,,
1.993,0,1,2,877.974,0.28850608,3,18,1,5,2,,,
2.137,0,1,2,874.489,0.289252842,3,32,1,5,2,,,
2.164,0,1,2,1050.867,0.319929036,3,6,1,5,2,,,
2.206,0,1,2,1000.785,0.411951447,6,6,1,5,2,,,
2.323,0,1,2,1125.158,0.255583673,2,9,1,5,2,,,
2.476,0,1,2,1121.551,0.502231237,5,4,1,5,2,,,
2.586,0,1,2,756.806,0.398950941,9,2,1,5,2,,,
2.675,0,1,2,535.132,0.584571678,9,7,1,5,2,,,
-0.386,1,1,3,496.567,-0.143547787,1,7,1,6,3,,,
0.083,1,1,3,509.405,0.047537228,7,15,1,6,3,,,
0.241,1,1,3,637.979,0.036709825,4,8,1,6,3,,,
0.274,1,1,3,723.628,0.051071761,1,10,1,6,3,,,
0.379,1,1,3,548.925,0.052587762,2,16,1,6,3,,,
0.451,1,1,3,895.229,0.081940407,9,6,1,6,3,,,
0.522,1,1,3,1053.654,0.079926504,7,12,1,6,3,,,
0.603,1,1,3,1085.419,0.098320561,9,18,1,6,3,,,
0.708,1,1,3,949.879,0.114637306,10,7,1,6,3,,,
0.729,1,1,3,786.319,0.116752082,10,4,1,6,3,,,
0.852,1,1,3,1742.455,0.099474606,1,1,1,6,3,,,
0.877,1,1,3,679.3,0.190032503,1,11,1,6,3,,,
0.894,1,1,3,1155.369,0.126970601,2,1,1,6,3,,,
0.922,1,1,3,1254.051,0.115063023,9,3,1,6,3,,,
0.925,1,1,3,781.748,0.171328024,9,19,1,6,3,,,
1.092,1,1,3,849.115,0.169802519,10,3,1,6,3,,,
1.321,1,1,3,1026.184,0.146501054,2,7,1,6,3,,,
1.342,1,1,3,1175.98,0.192567083,7,14,1,6,3,,,
1.344,1,1,3,939.132,0.276828012,1,9,1,6,3,,,
1.346,1,1,3,1465.524,0.173208081,9,10,1,6,3,,,
1.452,1,1,3,838.992,0.217235189,9,14,1,6,3,,,
1.494,1,1,3,675.204,0.268946895,7,9,1,6,3,,,
1.561,1,1,3,1678.493,0.232915548,2,15,1,6,3,,,
1.596,1,1,3,869.712,0.175674188,7,2,1,6,3,,,
1.628,1,1,3,1243.283,0.238779701,7,8,1,6,3,,,
1.647,1,1,3,763.289,0.233849212,9,2,1,6,3,,,
1.663,1,1,3,1178.437,0.147612285,1,13,1,6,3,,,
1.672,1,1,3,1292.803,0.232415902,9,1,1,6,3,,,
1.711,1,1,3,1003.758,0.208480565,5,2,1,6,3,,,
1.765,1,1,3,1504.883,0.159844231,0,8,1,6,3,,,
1.864,1,1,3,895.866,0.334229873,9,20,1,6,3,,,
1.87,1,1,3,815.829,0.435288641,1,8,1,6,3,,,
1.8795,1,1,3,1144.776,0.176910768,7,13,1,6,3,,,
1.887,1,1,3,1030.421,0.233222099,9,17,1,6,3,,,
1.963,1,1,3,1807.002,0.186845612,4,2,1,6,3,,,
1.971,1,1,3,1379.701,0.261961722,9,4,1,6,3,,,
1.977,1,1,3,1036.343,0.286397219,10,6,1,6,3,,,
2.075,1,1,3,1193.871,0.281241529,5,13,1,6,3,,,
2.099,1,1,3,1191.212,0.242967936,4,10,1,6,3,,,
2.122,1,1,3,1035.832,0.294476825,5,18,1,6,3,,,
2.125,1,1,3,1253.722,0.188219663,7,3,1,6,3,,,
2.174,1,1,3,722.207,0.31797572,10,2,1,6,3,,,
2.253,1,1,3,1115.551,0.343392775,1,2,1,6,3,,,
2.292,1,1,3,1227.655,0.2284689,9,5,1,6,3,,,
2.343,1,1,3,1497.368,0.3079653,7,6,1,6,3,,,
2.43,1,1,3,1463.119,0.309278351,1,12,1,6,3,,,
2.502,1,1,3,1702.471,0.338199513,2,5,1,6,3,,,
2.589,1,1,3,1190.605,0.349251315,5,1,1,6,3,,,
2.596,1,1,3,1197.042,0.378205128,9,7,1,6,3,,,
2.7075,1,1,3,712.474,0.437646488,1,4,1,6,3,,,
2.724,1,1,3,1153.971,0.410797768,9,11,1,6,3,,,
2.748,1,1,3,979.172,0.400524705,3,1,1,6,3,,,
2.785,1,1,3,1037.739,0.348255596,5,10,1,6,3,,,
2.859,1,1,3,1003.138,0.439035627,9,13,1,6,3,,,
2.92,1,1,3,858.472,0.324949922,7,4,1,6,3,,,
3.033,1,1,3,941.963,0.496643196,2,17,1,6,3,,,
3.158,1,1,3,1455.207,0.405808276,9,12,1,6,3,,,
3.183,1,1,3,1461.225,0.340245858,7,10,1,6,3,,,
3.421,1,1,3,1597.917,0.32423467,3,5,1,6,3,,,
3.441,1,1,3,1000.156,0.491010274,3,4,1,6,3,,,
3.448,1,1,3,1187.855,0.446979518,4,1,1,6,3,,,
3.652,1,1,3,1174.695,0.574665618,5,15,1,6,3,,,
3.704,1,1,3,1403.198,0.381423128,9,9,1,6,3,,,
3.765,1,1,3,1399.289,0.463841321,4,4,1,6,3,,,
3.831,1,1,3,1473.904,0.507014293,2,13,1,6,3,,,
4.578,1,1,3,1981,0.449661133,2,9,1,6,3,,,
0.335,0,1,3,654.352,0.05793843,2,14,1,6,2,,,
0.473,0,1,3,532.045,0.077274955,4,7,1,6,2,,,
0.582,0,1,3,615.414,0.102015776,7,11,1,6,2,,,
0.669,0,1,3,1010.496,0.096984633,7,5,1,6,2,,,
0.791,0,1,3,648.026,0.115710942,10,1,1,6,2,,,
0.895,0,1,3,1578.092,0.113694106,2,4,1,6,2,,,
0.973,0,1,3,1686.59,0.10178889,2,6,1,6,2,,,
0.98,0,1,3,728.555,0.183143338,1,5,1,6,2,,,
1.031,0,1,3,737.725,0.240270333,4,5,1,6,2,,,
1.166,0,1,3,794.493,0.187098845,4,6,1,6,2,,,
1.177,0,1,3,1222.273,0.151129944,2,10,1,6,2,,,
1.187,0,1,3,1695.917,0.13953215,2,3,1,6,2,,,
1.226,0,1,3,1493.766,0.154661284,1,3,1,6,2,,,
1.366,0,1,3,843.368,0.184619543,3,2,1,6,2,,,
1.43,0,1,3,623.26,0.310329861,1,6,1,6,2,,,
1.537,0,1,3,1157.241,0.196321369,5,7,1,6,2,,,
1.914,0,1,3,788.988,0.332061069,2,11,1,6,2,,,
2.137,0,1,3,1299.002,0.268332496,5,4,1,6,2,,,
2.144,0,1,3,895.542,0.333126165,5,17,1,6,2,,,
2.261,0,1,3,1532.317,0.312120375,3,6,1,6,2,,,
2.287,0,1,3,2331.908,0.229872349,4,9,1,6,2,,,
2.323,0,1,3,915.951,0.337253194,9,16,1,6,2,,,
2.416,0,1,3,1268.996,0.350754936,10,9,1,6,2,,,
2.427,0,1,3,1052.812,0.281685237,2,8,1,6,2,,,
2.525,0,1,3,771.207,0.463557922,7,7,1,6,2,,,
2.723,0,1,3,1038.773,0.342515723,5,12,1,6,2,,,
2.844,0,1,3,1407.009,0.285198556,5,9,1,6,2,,,
2.874,0,1,3,855.567,0.496201657,9,15,1,6,2,,,
2.892,0,1,3,863.005,0.39208243,3,3,1,6,2,,,
3.079,0,1,3,1252.475,0.520629016,2,12,1,6,2,,,
3.08,0,1,3,723.643,0.471669219,5,8,1,6,2,,,
3.239,0,1,3,998.325,0.353757099,10,5,1,6,2,,,
3.266,0,1,3,1184.658,0.420930532,9,8,1,6,2,,,
4.29,0,1,3,1410.669,0.482944951,5,11,1,6,2,,,
0.119,1,2,1,964.441,0.020656136,5,15,2,7,,,,
0.364,1,2,1,818.448,0.052411807,2,1,2,7,,,,
0.503,1,2,1,722.24,0.082122449,6,1,2,7,,,,
0.518,1,2,1,870.034,0.105284553,1,16,2,7,,,,
0.603,1,2,1,1080.816,0.077198822,6,24,2,7,,,,
0.773,1,2,1,707.037,0.114197075,2,5,2,7,,,,
0.87,1,2,1,818.339,0.11541523,1,7,2,7,,,,
0.881,1,2,1,1158.216,0.126981839,1,2,2,7,,,,
0.8855,1,2,1,959.104,0.147903792,2,12,2,7,,,,
1.087,1,2,1,679.666,0.208477177,6,5,2,7,,,,
1.101,1,2,1,1048.974,0.148023662,1,3,2,7,,,,
1.142,1,2,1,1873.978,0.132375101,10,6,2,7,,,,
1.145,1,2,1,951.723,0.143142893,5,7,2,7,,,,
1.175,1,2,1,1505.589,0.123671193,9,13,2,7,,,,
1.202,1,2,1,1542.182,0.136435868,1,21,2,7,,,,
1.213,1,2,1,1041.208,0.196947556,6,13,2,7,,,,
1.223,1,2,1,845.72,0.154829725,1,15,2,7,,,,
1.254,1,2,1,844.21,0.163515452,9,5,2,7,,,,
1.37,1,2,1,2060.67,0.122715872,2,8,2,7,,,,
1.409,1,2,1,1191.295,0.214036154,5,11,2,7,,,,
1.4165,1,2,1,1624.231,0.183793954,5,12,2,7,,,,
1.464,1,2,1,1774.846,0.152103896,9,11,2,7,,,,
1.469,1,2,1,1476.048,0.15466414,9,15,2,7,,,,
1.472,1,2,1,1417.912,0.182630273,6,19,2,7,,,,
1.473,1,2,1,554.51,0.256486157,6,21,2,7,,,,
1.482,1,2,1,1312.072,0.177018634,5,1,2,7,,,,
1.483,1,2,1,880.873,0.269342535,1,10,2,7,,,,
1.69,1,2,1,1319.425,0.165442976,5,3,2,7,,,,
1.724,1,2,1,646.669,0.250363055,1,13,2,7,,,,
1.761,1,2,1,1201.467,0.286714425,9,18,2,7,,,,
1.858,1,2,1,1630.314,0.249061662,6,7,2,7,,,,
1.878,1,2,1,959.35,0.295468848,6,3,2,7,,,,
1.9445,1,2,1,1763.495,0.201450401,5,14,2,7,,,,
1.968,1,2,1,1509.012,0.264338482,6,16,2,7,,,,
2.005,1,2,1,1419.816,0.266764236,5,2,2,7,,,,
2.036,1,2,1,960.542,0.265069652,1,11,2,7,,,,
2.101,1,2,1,1340.333,0.230625686,6,30,2,7,,,,
2.112,1,2,1,1386.181,0.258475095,5,10,2,7,,,,
2.117,1,2,1,1583.413,0.22324159,6,4,2,7,,,,
2.135,1,2,1,1040.914,0.271663061,2,14,2,7,,,,
2.192,1,2,1,1450.459,0.326481978,6,6,2,7,,,,
2.235,1,2,1,1088.994,0.280708365,10,2,2,7,,,,
2.248,1,2,1,1041.294,0.268449964,2,2,2,7,,,,
2.342,1,2,1,973.595,0.257645765,1,4,2,7,,,,
2.351,1,2,1,1270.613,0.249840595,5,9,2,7,,,,
2.387,1,2,1,1707.58,0.325248671,1,18,2,7,,,,
2.39,1,2,1,753.938,0.38467729,6,12,2,7,,,,
2.396,1,2,1,1389.781,0.3407281,2,11,2,7,,,,
2.411,1,2,1,849.98,0.414688682,6,11,2,7,,,,
2.413,1,2,1,881.617,0.296692487,2,9,2,7,,,,
2.431,1,2,1,1723.933,0.276564278,9,14,2,7,,,,
2.461,1,2,1,1134.255,0.303977273,9,2,2,7,,,,
2.461,1,2,1,1000.411,0.30712592,2,4,2,7,,,,
2.468,1,2,1,854.276,0.301122499,9,1,2,7,,,,
2.578,1,2,1,1359.175,0.376021004,9,6,2,7,,,,
2.594,1,2,1,872.408,0.412138545,6,28,2,7,,,,
2.754,1,2,1,1032.86,0.504118616,10,1,2,7,,,,
2.83,1,2,1,1716.943,0.296366112,10,4,2,7,,,,
2.866,1,2,1,2105.189,0.329047072,9,12,2,7,,,,
2.869,1,2,1,1852.543,0.357864538,10,3,2,7,,,,
3.026,1,2,1,1812.496,0.399894278,1,14,2,7,,,,
3.031,1,2,1,1790.507,0.368376276,10,5,2,7,,,,
3.069,1,2,1,1270.613,0.530509939,5,9,2,7,,,,
3.2045,1,2,1,1599.118,0.334796009,2,6,2,7,,,,
3.27,1,2,1,1036.742,0.425836697,1,1,2,7,,,,
3.36,1,2,1,1174.176,0.369474379,6,20,2,7,,,,
3.423,1,2,1,1533.693,0.367314089,5,8,2,7,,,,
3.477,1,2,1,1082.933,0.530353874,1,22,2,7,,,,
3.561,1,2,1,1354.486,0.524834193,6,26,2,7,,,,
3.597,1,2,1,1526.446,0.551602515,6,9,2,7,,,,
3.6,1,2,1,2459.978,0.294792008,5,6,2,7,,,,
3.694,1,2,1,1033.821,0.626420214,9,19,2,7,,,,
3.7005,1,2,1,2010.509,0.614190871,5,5,2,7,,,,
4.294,1,2,1,1980.072,0.662552075,9,10,2,7,,,,
-0.077,0,2,1,707.037,-0.014636001,2,5,2,7,,,,
0.077,0,2,1,649.56,0.015036126,6,2,2,7,,,,
0.102,0,2,1,1117.01,0.012722964,6,14,2,7,,,,
0.195,0,2,1,1509.012,0.038212816,6,16,2,7,,,,
0.212,0,2,1,881.617,0.038419717,2,9,2,7,,,,
0.22,0,2,1,1000.411,0.040029112,2,4,2,7,,,,
0.267,0,2,1,1071.718,0.032485704,6,27,2,7,,,,
0.283,0,2,1,1186.907,0.043232508,9,7,2,7,,,,
0.285,0,2,1,2105.189,0.03080415,9,12,2,7,,,,
0.307,0,2,1,1319.425,0.04735462,5,3,2,7,,,,
0.377,0,2,1,899.128,0.064367424,6,15,2,7,,,,
0.394,0,2,1,827.342,0.058275403,6,25,2,7,,,,
0.422,0,2,1,1186.907,0.056206713,9,7,2,7,,,,
0.469,0,2,1,786.649,0.061443731,2,13,2,7,,,,
0.517,0,2,1,1505.589,0.067090579,9,13,2,7,,,,
0.762,0,2,1,1477.487,0.088635571,6,23,2,7,,,,
0.818,0,2,1,1226.477,0.100900456,9,3,2,7,,,,
0.925,0,2,1,1599.118,0.107859142,2,6,2,7,,,,
0.959,0,2,1,1226.477,0.121238938,9,3,2,7,,,,
0.979,0,2,1,1723.933,0.111732481,9,14,2,7,,,,
0.988,0,2,1,584.52,0.189163316,1,8,2,7,,,,
0.989,0,2,1,1045.118,0.128324899,5,4,2,7,,,,
0.991,0,2,1,1036.742,0.161216854,1,1,2,7,,,,
1.083,0,2,1,1048.974,0.146292044,1,3,2,7,,,,
1.196,0,2,1,787.237,0.171052632,9,16,2,7,,,,
1.2075,0,2,1,1340.333,0.146781742,6,30,2,7,,,,
1.214,0,2,1,960.542,0.149213373,1,11,2,7,,,,
1.218,0,2,1,849.98,0.230245747,6,11,2,7,,,,
1.249,0,2,1,1812.496,0.142109455,1,14,2,7,,,,
1.2625,0,2,1,1624.231,0.140067676,5,12,2,7,,,,
1.264,0,2,1,950.867,0.181818182,6,18,2,7,,,,
1.293,0,2,1,973.595,0.123401412,1,4,2,7,,,,
1.304,0,2,1,1581.623,0.141355014,6,8,2,7,,,,
1.318,0,2,1,854.276,0.28967033,9,1,2,7,,,,
1.336,0,2,1,1041.208,0.188620641,6,13,2,7,,,,
1.342,0,2,1,554.51,0.278596637,6,21,2,7,,,,
1.353,0,2,1,1389.781,0.161590828,2,11,2,7,,,,
1.401,0,2,1,1533.693,0.142668024,5,8,2,7,,,,
1.407,0,2,1,870.034,0.169110577,1,16,2,7,,,,
1.409,0,2,1,844.21,0.192460046,9,5,2,7,,,,
1.434,0,2,1,1774.846,0.153434624,9,11,2,7,,,,
1.44,0,2,1,706.356,0.187866928,2,7,2,7,,,,
1.443,0,2,1,1419.816,0.144908616,5,2,2,7,,,,
1.491,0,2,1,573.007,0.327692308,6,22,2,7,,,,
1.502,0,2,1,573.007,0.230368098,6,22,2,7,,,,
1.516,0,2,1,872.408,0.241209228,6,28,2,7,,,,
1.565,0,2,1,1134.255,0.195161491,9,2,2,7,,,,
1.568,0,2,1,1583.413,0.189623896,6,4,2,7,,,,
1.591,0,2,1,786.649,0.214074273,2,13,2,7,,,,
1.591,0,2,1,1312.072,0.256282216,5,1,2,7,,,,
1.621,0,2,1,1450.459,0.172777659,6,6,2,7,,,,
1.63,0,2,1,880.873,0.255766515,1,10,2,7,,,,
1.642,0,2,1,1763.495,0.172860301,5,14,2,7,,,,
1.645,0,2,1,1790.507,0.181868436,10,5,2,7,,,,
1.654,0,2,1,1980.072,0.20470297,9,10,2,7,,,,
1.657,0,2,1,906.594,0.314779635,6,10,2,7,,,,
1.7,0,2,1,2060.67,0.178421495,2,8,2,7,,,,
1.705,0,2,1,1040.914,0.234332051,2,14,2,7,,,,
1.706,0,2,1,1201.467,0.297057287,9,18,2,7,,,,
1.727,0,2,1,1058.783,0.337041374,6,17,2,7,,,,
1.729,0,2,1,1901.368,0.171442737,9,9,2,7,,,,
1.737,0,2,1,1071.718,0.204979939,6,27,2,7,,,,
1.753,0,2,1,1526.446,0.265525598,6,9,2,7,,,,
1.7625,0,2,1,1082.933,0.226892379,1,22,2,7,,,,
1.766,0,2,1,649.56,0.290556104,6,2,2,7,,,,
1.784,0,2,1,1045.118,0.19815617,5,4,2,7,,,,
1.792,0,2,1,906.594,0.222139581,6,10,2,7,,,,
1.795,0,2,1,1102.019,0.287752485,9,17,2,7,,,,
1.849,0,2,1,1359.175,0.225983867,9,6,2,7,,,,
1.859,0,2,1,959.104,0.279087224,2,12,2,7,,,,
1.894,0,2,1,1916.931,0.184133774,9,8,2,7,,,,
1.896,0,2,1,584.52,0.369518612,1,8,2,7,,,,
1.92,0,2,1,1102.019,0.172972973,9,17,2,7,,,,
1.925,0,2,1,911.841,0.252856955,1,12,2,7,,,,
1.926,0,2,1,1269.768,0.227283455,6,31,2,7,,,,
1.933,0,2,1,753.938,0.299550597,6,12,2,7,,,,
1.975,0,2,1,1118.712,0.245769039,1,17,2,7,,,,
1.995,0,2,1,1542.182,0.260240021,1,21,2,7,,,,
1.997,0,2,1,845.72,0.244940513,1,15,2,7,,,,
2.011,0,2,1,1041.294,0.308530224,2,2,2,7,,,,
2.021,0,2,1,1174.176,0.381608761,6,20,2,7,,,,
2.042,0,2,1,1269.768,0.31028719,6,31,2,7,,,,
2.072,0,2,1,646.669,0.291502532,1,13,2,7,,,,
2.087,0,2,1,1058.783,0.251506387,6,17,2,7,,,,
2.121,0,2,1,950.867,0.283101975,6,18,2,7,,,,
2.128,0,2,1,964.441,0.261650068,5,15,2,7,,,,
2.19,0,2,1,899.128,0.229583814,6,15,2,7,,,,
2.21,0,2,1,679.666,0.418877938,6,5,2,7,,,,
2.22,0,2,1,1314.347,0.344239417,2,15,2,7,,,,
2.247,0,2,1,951.723,0.310059335,5,7,2,7,,,,
2.297,0,2,1,827.342,0.362017336,6,25,2,7,,,,
2.31,0,2,1,818.339,0.421379059,1,7,2,7,,,,
2.351,0,2,1,1032.86,0.29729388,10,1,2,7,,,,
2.4035,0,2,1,1873.978,0.291917168,10,6,2,7,,,,
2.478,0,2,1,1243.752,0.313195147,2,3,2,7,,,,
2.484,0,2,1,1158.216,0.339762002,1,2,2,7,,,,
2.507,0,2,1,818.448,0.472840438,2,1,2,7,,,,
2.592,0,2,1,1088.994,0.444292081,10,2,2,7,,,,
2.617,0,2,1,2459.978,0.287708883,5,6,2,7,,,,
2.624,0,2,1,1852.543,0.24182103,10,3,2,7,,,,
2.648,0,2,1,722.24,0.529176659,6,1,2,7,,,,
2.669,0,2,1,787.237,0.488201939,9,16,2,7,,,,
2.767,0,2,1,1117.01,0.300858976,6,14,2,7,,,,
2.782,0,2,1,1314.347,0.375438596,2,15,2,7,,,,
2.802,0,2,1,1080.816,0.394148263,6,24,2,7,,,,
3.057,0,2,1,1243.752,0.369649335,2,3,2,7,,,,
3.105,0,2,1,1477.487,0.420105534,6,23,2,7,,,,
3.116,0,2,1,2010.509,0.388238226,5,5,2,7,,,,
3.167,0,2,1,1191.295,0.461863789,5,11,2,7,,,,
3.214,0,2,1,1110.746,0.389859292,9,4,2,7,,,,
3.216,0,2,1,1118.712,0.453404765,1,17,2,7,,,,
3.285,0,2,1,1386.181,0.503525445,5,10,2,7,,,,
3.376,0,2,1,1417.912,0.395640455,6,19,2,7,,,,
3.418,0,2,1,1581.623,0.420573397,6,8,2,7,,,,
3.425,0,2,1,1630.314,0.350742448,6,7,2,7,,,,
3.426,0,2,1,1707.58,0.336310985,1,18,2,7,,,,
3.484,0,2,1,1110.746,0.505586998,9,4,2,7,,,,
3.603,0,2,1,1716.943,0.445199555,10,4,2,7,,,,
3.62,0,2,1,1901.368,0.336274965,9,9,2,7,,,,
3.731,0,2,1,1916.931,0.388605354,9,8,2,7,,,,
4.189,0,2,1,1354.486,0.66629553,6,26,2,7,,,,
4.508,0,2,1,1476.048,0.468899522,9,15,2,7,,,,
0.051,1,2,2,871.242,0.007998745,1,16,2,8,,,,
0.087,1,2,2,660.733,0.015538489,2,3,2,8,,,,
0.1,1,2,2,1147.728,0.017120356,10,15,2,8,,,,
0.19,1,2,2,654.414,0.032820867,2,17,2,8,,,,
0.297,1,2,2,845.724,0.045426736,5,10,2,8,,,,
0.305,1,2,2,978.367,0.082165948,1,12,2,8,,,,
0.32,1,2,2,707.572,0.058683294,9,3,2,8,,,,
0.353,1,2,2,854.809,0.048615893,2,13,2,8,,,,
0.361,1,2,2,890.433,0.057084124,2,15,2,8,,,,
0.378,1,2,2,985.292,0.043558424,1,14,2,8,,,,
0.506,1,2,2,943.597,0.062299926,2,11,2,8,,,,
0.519,1,2,2,690.693,0.070144614,9,1,2,8,,,,
0.575,1,2,2,1345.89,0.067710787,1,6,2,8,,,,
0.575,1,2,2,854.373,0.093770385,5,9,2,8,,,,
0.618,1,2,2,933.427,0.109148711,10,9,2,8,,,,
0.632,1,2,2,753.164,0.102514193,10,5,2,8,,,,
0.633,1,2,2,710.994,0.120091064,2,4,2,8,,,,
0.634,1,2,2,1085.361,0.092717169,5,3,2,8,,,,
0.908,1,2,2,1662.182,0.139007961,9,6,2,8,,,,
0.998,1,2,2,1603.514,0.095731415,1,2,2,8,,,,
1.017,1,2,2,970.75,0.127811989,5,15,2,8,,,,
1.065,1,2,2,1107.549,0.163871365,6,9,2,8,,,,
1.088,1,2,2,1014.551,0.192226148,1,17,2,8,,,,
1.108,1,2,2,1730.885,0.15610031,1,8,2,8,,,,
1.135,1,2,2,947.635,0.179475016,2,18,2,8,,,,
1.252,1,2,2,758.709,0.164412344,5,7,2,8,,,,
1.274,1,2,2,1334.356,0.182052015,2,5,2,8,,,,
